name,price,ean
Perinteinen jogurtti 150g mango-appelsii,0.4,6413300000122
"Cool Grape 4,7% 0,33l tlk 6-pack",10.62,6413605054837
"Paistopiste hintaryhmä: 0,79",0.0,6410405142269
Valio A+ jogurtti 1kg maustamaton rton,2.09,6408430024308
Oululainen reissumies tumma 4kpl/280g,1.15,6413466080204
Lotus soft embo wc-paperi 16rll perhepak,6.59,6413200330404
"Kiilto kylppäripuhdistaja 0,5l",2.0,6417964787504
Karl Fazer tummasuklaapatukka 39g,0.68,6411401019081
Pirkka terttuneilikka Reilun kaupan KE,4.99,6410405060600
Pirkka sokeri 1kg,0.69,6410405040817
,,5908310285382
Pirkka isoja vapaan kanan munia L6 408g,1.35,6410405074737
Pirkka peruna 1kg keltainen,1.09,6410405196651
Porsas leike,0.0,2000122900002
Shampion,0.99,2000554900007
"Saku olut 4,4% 0,33l tlk SI",0.83,6415600541183
Pirkka ESSI kiertokassi valkoinen 40l,0.2,6410405187734
K-menu mätitahna 250g,1.39,6410405149930
Järvikylä persilja rkk Suomi,1.49,6416046652129
K-menu tomaatti Puola,1.49,2000642400006
Porsaan ribsit Suomi,9.95,2000125600008
Fazer maitosuklaalevy 200g,2.19,6411401015090
Pirkka kevytmaito 1 l,0.81,6410405082657
Pingviini Hurmaava Suklaa 87g lakton,1.99,6417901011136
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Pirkka mansikka 500g suomalainen,5.49,6410405086839
HK ylikypsä saunapalvi 300g ohuen ohut,2.99,6409100061463
Pirkka lihapiirakka 4kpl/400g,1.49,6410405145567
K-citymarket muovikassi 40l valkoinen,0.2,6430024140972
Fazer ruispuikulat 9kpl/500g,1.85,6411402202208
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Järvikylä basilika rkk Suomi,1.89,6416046672127
Pirkka meijerivoi 400g normsuol vähälakt,3.35,6410405089465
Pirkka rasvaton maito 1 l,0.59,6410405082626
Pirkka app-mandar-rypäletäysmehu 1l,1.85,6410405093820
Fami suklaapatukka 32g,0.67,6411401017629
"Pirkka kivennäisvesi metsämansi 1,5l kmp",0.75,6410405069146
Flora margariini 400g 60% normaalisuola,1.55,8722700234524
Risella puuroriisi 1kg,2.09,8410184010191
"Valio Eila kevytmaitojuoma 1,75l lton",2.59,6408430000524
Vaasan Iso grahampaahtoleipä 500g,2.15,6437005040986
Marlboro savuke 20kpl Gold,7.1,7622100938200
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Perinteinen jogurtti 150g banaani,0.4,6413300000214
"Lahden Erikois Pils 4,5% 0,5 tlk",2.84,6413600140078
K-Menu jogurtti 1kg mansikka,0.85,6410405156013
Valio pehmeä maitorahka 250 g,0.79,6408430042081
Marli Juissi 1l Päärynämehujuoma,1.09,6415130027997
Sisu pastillirasia 70g sokton,1.95,6420256012895
Valio Hyvä suom Arki maitojuoma 1l rton,0.79,6408430000432
Valio pehmeä maitorahka 250 g,0.79,6408430042081
Whiskas Mini Menu 6x50g Mix,2.09,4770608253905
,,6416021000389
Appelsiini Egypti 1lk,0.0,2000510800006
Pirkka edam 1kg,4.85,6410405104885
"Pirkka kivennäisvesi appelsiini 1,5l kmp",0.75,6410405069115
HK amerikan pekoni 170g original,1.99,6409100046286
Pirkka ylikypsä saunapalvi 400g,2.79,6410405088925
Porsaan ribsit Suomi,9.95,2000125600008
Lahjakassi Karto D,2.99,6416036100869
Pirkka rasvaton maito 1 l,0.59,6410405082626
Castello Sweet Maasdam juusto 500g,5.35,4009301043187
Ingman Suklaaunelma tuutti 64g lton,1.19,8000920780077
"Aura olut 4,5% 0,568l tlk",3.14,6413600007760
Atria rehti lihaisa nakki 280g,1.75,6407870074423
Dove shampoo 250ml strengthening ritual,2.95,8710908789847
Pirkka valkoiset pavut 390g tomaattikast,0.89,6410405169464
Valio Vanilla vaniljakastike 500g lton,2.89,6408430044429
Pirkka wc-paperi 6rl valkoinen,2.39,6410405174567
Pirkka rypäle tumma 500g,3.29,6410405044884
Himmeli kynttilälyhty 20x29cm ketjulla,9.0,6412740013570
Valio vapaan lehmän täysmaito 1l,1.25,6408430000135
Kuusamon emmentalraaste 150g,1.89,6405020031616
Pirkka täysmaito 1 l,1.07,6410405113559
Juhla Mokkakahvi 500g sj,3.95,6411300000494
"Kortti Karto 1,60",1.6,6416036210698
Pirkka Parh korppukinkku 250g ylikypsä,2.99,6410405155702
Pirkka rouhepehmopalat 450g,3.49,6410405102874
Perinteinen jogurtti150g päär-van,0.4,6413300000412
Taffel dippi 20g ranch,0.89,6410381095375
Pirkka virike kananmuna L15 1020 g,2.59,6410405089366
Lotus emilia talouspyyhe 8rl design,5.2,6413200034074
,,6410405184382
,,6407870072429
Pirkka br ohutleike 340g mton suom,4.09,6410405127143
error,,64028316
Atria Kunnon Arki maksalaatikko 400g,1.55,6407850059082
Satsuma,1.89,2000528000009
"Olvi III olut 4,5% 0,33l plo SI",1.19,6419800003465
Snellman kotim meetvursti 200g kevyt,2.49,6409620003523
Vaasan koulunäkki 375g,2.09,6437005082993
"Lotto 2 riviä, tuplaus",2.6,6417326021000
Shopkins S5 muotikokoelma,10.0,5710948316655
Auran sinappi 275g mieto,1.49,6409531700115
C-sytytin Utility takkasytytin,4.35,6410105900794
PORVOON HERKKU LAKRITSI,7.56,2000960300002
Dumle jäätelöpuikko 53g snacks,1.59,6417901003322
Satsuma,1.89,2000528000009
HK burgeri 100g,0.59,6409100077884
Family Fresh suihkusaippua 500ml Mango,2.59,7310610011970
Sipuli irto,1.19,2000613700005
Järvikylä jääsalaatti pss Suomi 1lk 48h,1.29,6416046670000
Veikkausmyynti,0.0,2000985500005
Pirkka Persimon,2.09,2000585400002
Atria Pt viljap fileepihvi 590g pippuri,6.95,6407820021934
"Pullopantti 0,10",0.1,2000988000007
Pirkka piimä 1l laktoositon,1.29,6410405170866
Päärynä punainen,3.49,2000513900000
Pirkka kuohukerma 2dl laktoositon,0.99,6410405142610
Vaasan minihiilari ruisleipä 260g,2.55,6437005063862
Puffet jäätelö 62g suklaa lakton,1.59,6430064400111
Taf Flavor Max 180g buffalo hot sauce,2.99,6410381083358
Valiojogurtti 200g mustikka,0.51,6408430002283
Creme Bonjour 200g ruohosipuli lakton,2.15,8710908981449
Tomaatti Suomi,2.75,2000614400003
Pirkka ylikypsä saunapalvi 400g,2.79,6410405088925
"Pirkka kivennäisvesi mustikka 1,5l kmp",0.75,6410405112156
Salakis jogurtti 1kg turkkilainen,2.89,7392672104104
Tuorekurkku Suomi.,2.79,2000604700007
Apetit pizza 2x280g kinkk-ananas twin,4.35,6430104958206
Oivariini 350g vähärasvainen Hyla,2.65,6408430310883
HK englannin pekoni 150g,2.39,6409100057275
Jättis jäätelötuutti 115g kinuski,2.19,6438200530128
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Pirkka salaattikas 270ml thousand island,1.59,6410405129727
Tuorekurkku Suomi.,2.79,2000604700007
Pirkka Persimon,2.09,2000585400002
Kokkikartano lohikeitto 300g,2.69,6405304003537
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Marlboro savuke 20kpl Red,7.1,7622100938149
Valio Eila maitojuoma 3% 1l lakton,2.15,6408430000296
,,6419742102059
,,6430030290012
Appelsiini Egypti 1lk,0.0,2000510800006
"Sininen 4,5% olut 0,5l tlk",2.54,6413600007296
K-Menu pitkäjyväinen riisi 1kg,0.72,6410405139351
Pirkka Syöntik.Avocado,8.9,2000388400001
,,6416021000389
PORVOON HERKKU LAKRITSI,7.56,2000960300002
Valio pehmeä maitorahka 250g täyteläinen,1.29,6408430042968
Atria sienisalaatti 250g,2.69,6407860063475
Apetit pinaattikeitto 400g,1.65,6430104960780
Saarioinen maksalaatikko 400g,1.99,6412000030026
,,6417000015127
Malaco halloween makeissekoitus 325g,2.25,6420256014509
Pirkka rahka 150g marja,0.69,6410405084958
Halloween suklaakolikot pussi 72g,1.79,6420224230788
Juhla Mokkakahvi 500g sj,3.95,6411300000494
,,6410405184382
Pirkka ruislastu 100g,1.59,6410405174697
Fresh Caesar kastike 30g,0.0,6400651304016
"Paistopiste hintaryhmä: 0,99",0.0,6410405142276
Marlboro savuke 24kpl Red,7.7,7622100936916
,,6416021000389
,,6416021000389
HK sininen lenkki 580g,2.79,6409100050306
K-Menu maalaisperunal 175g seasa-bl pep,1.39,6410405164445
Valio kevytmaito 1l,0.99,6408430000128
DLN Nötti Frutti 190g,3.39,7050370110628
Arla meijerivoi 500g normsuol väh,3.85,6413300308600
Pirkka kermaviili 200g laktoositon,0.59,6410405140586
Valiojogurtti 200g appelsiini HYLA,0.51,6408430025268
Pirkka virike kananmuna M10 580g,1.55,6410405085627
Susu original suklaapatukka 40g,0.67,6416453019485
Satsuma,1.89,2000528000009
HK camping 400g original,2.35,6409100050993
K-Menu uunimakkara 400g,1.09,6410405164063
Pirkka rasvaton maito 1 l,0.59,6410405082626
Satsuma,1.89,2000528000009
,,6417000025041
Siika kasvatettu,0.0,2000442500005
BisBis lakritsipatukka 14g 50 kpl,6.95,6420256410547
error,,64002446
Ingman jäätelö 1L suolainen kinuski,2.45,8000920840931
"Paistopiste hintaryhmä: 0,99",0.0,6410405142276
"Fun Light juomatiiviste 0,5l appelsiini",2.15,7310090360186
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Fazer mustikkapiiras 440g,4.15,6411402549204
Saar lauantaimakkara 220g viipale,1.2,6412000082148
,,6417777000104
Jenkki purukumi pussi 100g spearmint,2.89,6420256012680
Pirkka nippukassi 30 l biohajoava,0.2,6410405105981
Saarioinen pieni kultakinkku 150g viip,3.09,6412000081073
Creme Bonjour voi/oliiviöljy 400g,2.55,8712100628290
"Karhu olut 4,6% 0,568l tlk",3.3,6415600000352
Pirkka jauhelihapihvi 300g,1.59,6410405184535
Mynthon purukumi 44g cool mint,1.89,6420256014493
Pirkka öljykynttilä iso 95h,1.35,6410405152022
Sunnuntai kuivahiiva 10x11g,2.75,6416597816049
,,6416021000389
Fazer Da Capo suklaapatukka 20g,0.38,6411401017018
Pirkka hapankorppu 400g,1.79,6410400025376
Pirkka kissan annosateria 100g kana,0.45,6410405165343
Valio gefilus rasvaton piimä 1l,1.65,6408430001934
Pirkka hot dog nakki 250g,1.89,6410405157911
Valio Hyvä suomal Arki goudaviipale 400g,4.79,6408430339143
Valiojogurtti 1kg vadelma,1.69,6408430024933
P&S savuke 27kpl Red,8.4,6410105905270
Chiquita Banaani 1lk,1.69,2000503600002
,,6438706177346
,,6416021000389
Vaasan Iso moniviljapaahtoleipä 525g,2.15,6437005041020
HK amerikan pekoni 170g original,1.99,6409100046286
Salaattiannos itsepalvelu,14.9,2000265000003
Pirkka perunajauho 500g gluteeniton,0.8,6410405040985
Maatilan Parhaat kermajuusto 300g viip,2.99,6430055270037
Pätkis suklaapatukka 18g,0.38,6411401017322
"Saku olut 4,6% 0,5l tlk",2.8,6415600020992
Juhla Mokkakahvi 500g sj,3.95,6411300000494
HK meetvursti 200g,2.89,6409100041632
Pirkka kissan annosateria 100g lohi-katk,0.45,6410405165329
Shampion,0.99,2000554900007
Fazer Imatran riisipiirakka 6kpl/420g,2.15,6411402578525
Tropicana PP 1 l La Rossa,3.95,5410188015577
K-Menu Suklaavohvelipala 220g,1.45,6410405140982
Pirkka B-vitamiini 100kpl 47g,2.95,6410402013562
Atria Vuolu kanafilee mustapippuri 200g,4.15,6407810018258
"Valio kahvikerma 3,3dl 10% lkton",2.15,6408430014484
ES pikanuudeli 5x65g multipack,1.39,6410405182661
Flora Culinesse kasviöljyvalmiste 500ml,1.55,7310390010170
"Vital vadelma-mustikkajuoma+kuitu 2,5dl",0.95,6415130036777
Panda Lumiukko valkosuklaakonv 280g,3.99,6412500005111
"K-Menu päärynäsiid light 4,7% 0,5l tlk",2.04,6410405118615
O'boy kaakaojuomajauhe 1000g täyttöpuss,3.89,7310700673262
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Atria PT kanan sisäfilee 600g mustapipp,6.29,6407810013659
Pirkka kissan annosateria 100g häränliha,0.45,6410405165367
Arla 1%-viili 200g vlakt,0.43,6413300020519
Korpela savusaunakinkku 500g viip,5.79,6407978290008
Pirkka rahka 150g marja,0.69,6410405084958
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Pirkka maapähkinä 150g kuorittu,1.19,6410405118141
Valio Lumo protherkku 160g kuning lton,1.15,6408430046904
Fazer juuresleipä 300g punaj-porkkana,2.15,6413467278501
Pirkka Essi kiertotalouskassi harmaa 40L,0.21,6410405187710
Valiojogurtti 200g mansikka,0.51,6408430002016
Pirkka jääsalaatti 100g pussi Suomi 1lk,1.25,6410405093677
Pirkka hautakynttilä 20h sadesuojalla,0.6,6410405194718
"Pirkka Cola light 1,5l kmp",1.39,6410405176011
Saarioinen jauhelihapizza 200g,1.25,6412000034505
L&M savuke 24kpl Blue Label,7.6,7622100938446
Arla Keso raejuusto 200g maustamaton,1.45,7310865058348
Atria metsästäjämakkara 250g viip,2.59,6407870070623
Kariniemen br paistisuikale 300g mar,2.15,6407720025377
,,6416021000389
Valio maustettu rahka 200g mansikka lakt,1.89,6408430042982
Atria Wilhelm 400g perinteinen,2.55,6407880080278
Broilerin koipi kg,7.9,2000196500009
Valio kevytmaito 1l,0.99,6408430000128
Peruna pesty kiinteä,1.29,2000680900001
Felix punajuuri 570/380g viipale,1.59,6424908512207
,,6417000010221
Tomaatti Suomi,2.75,2000614400003
Kotivara meetvursti 450g venäläinen,6.79,6409630005289
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Pirkka naudan jauheliha 10% 600g suomal,5.69,6410405184290
Iltalehti to sanomalehti,1.8,6414880251485
Päärynä Conference Pirkka,1.99,2000796900001
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Fresh LounasHetki salaatti 250g kana-tac,3.99,6406510091196
Pirkka rahka 150g marja,0.69,6410405084958
Saarioinen kermaperunat 320g,2.35,6412000030460
,,6411750000037
K-citymarket muovikassi 40l valkoinen,0.2,6430024140972
Läkerol Dents rasia 36g menthol,1.45,6420256001523
Pirkka 5dl kuohukerma lakton TK,2.39,6410405121080
Abba janssonfilee 125/81g,1.85,7311170022802
Tuorekurkku Suomi.,2.79,2000604700007
Pirkka vapaan kanan munia M10 580g,1.59,6410402016242
Pirkka suolaliha 150g,3.09,6410405116253
C-lighter sytytin,2.29,6410105296095
Pirkka hautakynttilä 20h sadesuojalla,0.6,6410405194718
,,6416021000389
Kalinka kerrosjog 150g persikka-lakka vl,0.51,6413300018004
Ilta-Sanomat to sanomalehti,1.8,6414880021477
Pirkka paprika 300g 2kpl,1.59,6410405046109
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Valiojogurtti 200g mansikka,0.51,6408430002016
Saarioinen savuporo-juustokeitto 300g,1.99,6412000031771
Ingman 8-pack 496g valk kuningatar lton,5.29,8000920855874
Atria gotlermakkara 250g kevyt viip,1.99,6407870070586
Kariniemen kp min pihvi 290g mton,5.65,6409100026677
Atria naudan minuuttisuikale 300g,4.85,6407840042834
,,6415350001944
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Pirkka öljykynttilä pieni 45h 5-pack,2.75,6410405151988
,,6430017804003
Porsaan ribsit Suomi,9.95,2000125600008
Naudan paistijauheliha 7 % Suomi,13.9,2000190700009
Valiojogurtti 200g hedelmäpommi,0.51,6408430002030
,,6416021000389
,,8718879000206
Atria Hiillos grillimakkara 400g,1.95,6407870074881
Malaco Hyvää Makumaasta pss 120g orig,1.09,6420256010655
Grandiosa kiviuunipizza 340g opera,3.09,7310240171877
Luumu President 1lk Ranska,2.49,2000510300001
Porkkana pesty 1lk,1.49,2000610500004
Valio kevytmaito 1l,0.99,6408430000128
,,6406095190000
Salakis jogurtti 1kg turkkilainen,2.89,7392672104104
Tapolan Savusuomi ruokamakkara 500g,3.85,6409490000585
Latz annospss 12x100g Sens Extras Kala,3.95,7613035826342
,,6416021000389
Sun konetiskijauhe 1kg täyttö,3.09,7615300001881
"Pullopantti KMP 0,10 eur 0,35l tai alle",0.1,6408641832990
Valio Oltermanni juusto 250g 17%,2.39,6408430339563
Pirkka sitruuna luomu kg,3.99,2000168900004
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Pirkka hautakynttilä 20h sadesuojalla,0.6,6410405194718
Pirkka kermajäätelö 1l minttu-suklaa,2.19,6410405173683
Kahvi,1.3,2000809600003
Pirkka rasvaton maito 1 l,0.59,6410405082626
Grand pan pizza 560g classic,4.89,7039010543330
Pirkka Persimon,2.09,2000585400002
Pirkka porsaan uuniliha suomalainen,6.99,2386449400006
Kotivara pippurivenäläinen 170g,2.69,6409630009188
"Saku olut 4,4% 0,33l tlk SI",0.83,6415600541183
error,,64027142
Pirkka sipuli 1kg,1.29,6410402008933
Kiivihedelmä,5.29,2000576700005
Pirkka rypäle tumma 500g,3.29,6410405044884
HK Kabanossi 360g habanero,2.99,6409100051426
"Valio 3 hedelmän mehu 1,5l",3.29,6408430006144
Pirkka kevytmaito 1 l,0.81,6410405082657
Musta Pantteri makeissekoitus 80g sal,0.99,6416453036598
"Pepsi Max 0,33l kmp 24-pack",11.59,6413601004300
Pirkka br fileesuikale 250g suomalainen,2.49,6410405086686
Pirkka rahka 150g rton mansikka,0.69,6410405084910
"Olvi III 4,5% 0,33l tlk 18-pack",22.68,6419802021412
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Pirkka tomaattimurska 390 g valkosipuli,0.89,6410405073044
Pyymäen Voipulla,1.6,2000346600009
Pirkka donitsi 6kpl 210g,1.42,6410405054234
Pirkka salmiakkisekoitus 200g,1.49,6410405175663
Creme Bonjour 200g inkiv-sitruoho lakton,2.15,8710908982972
,,6405019002658
Vaasan ruispalat 12kpl/660g,1.69,6437002001454
,,6416021000389
"Pirkka III-olut 0,33l 4,6% tlk 12-pack",13.92,6410405113306
Pirkka panna cotta 2x120g caramello,2.25,6410405143488
Pirkka parsakaali 400g,1.29,6410405054623
Pirkka Parh poron kylmäsavupaisti 100g,6.29,6410402012237
error,,64002446
Iltalehti ke sanomalehti,1.8,6414880251300
Pirkka rahka 150g rton mansikka,0.69,6410405084910
Päärynä Conference Pirkka,1.99,2000796900001
Satsuma,1.89,2000528000009
Sisu hehku pastilli 70g lakuchili,1.95,6420256014233
Pirkka leivontamargariini 500g lakton,1.19,6410405141330
Pirkka porsaan uuniliha suomalainen,6.99,2386449400006
Sirkku palasokeri 750g,1.45,6414000001754
Sipuli irto,1.19,2000613700005
Pirkka mysli 425g hedelmäinen,2.65,6410405076472
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Marli Juissi 1l Sekamehujuoma,1.09,6415130027980
Tee,0.6,2000809700000
Fazer fasupala 215g original,2.79,6416453073715
Pirkka mansikka- ja vaniljapuikot 16x37g,2.99,6410405124333
Atria PT kanan ohut fileeleike 480g natu,7.55,6407810016896
K-Menu suolapähkinät 500g,2.15,6410405157492
Jim suklaapatukka 14g,0.38,6411401017025
West savuke 25kpl Blue,7.8,6410105904990
Pirkka salaatti 200g broiler-caesar,3.75,6410405135469
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Serla Toilet wc-paperi 8rl keltainen,2.59,6414300154327
Atria Perhetilan ohut paahd kinkku 200g,3.09,6407880082326
Pirkka hunaja 360g juokseva reilu kauppa,4.25,6410405183651
Pirkka miniluumutomaatti 250g,1.39,6410405060457
Ilta-Sanomat sanomalehti,2.9,6414880021057
Valio rasvaton piimä 1l,1.19,6408430001705
Valio Lumo protherkku 160g mand-juu lton,1.15,6408430046911
,,6416021000389
Valio gefilus rasvaton piimä 1l,1.65,6408430001934
Marabou Homestyle cookies 182g suklaa,2.59,7622210406118
,,6416021000389
Juhla Mokkakahvi 500g sj,3.95,6411300000494
Valio Eila ruokakerma 15% 2dl lkton,0.99,6408430014729
"Pirkka kivennäisvesi sitruuna 1,5l kmp",0.75,6410405069177
Findus kalafileet 360g kullanrap,4.09,7310500094465
Wiener oma paisto kpl,0.0,2000825000009
Tupla Maxi suklaapatukka 50g UTZ,0.67,6420256014134
Kivikylän huiluntuhti grillimakkara 400g,3.65,6406300000261
Pirkka yrttipatonki 175g pa,0.85,6410402024261
Pirkka rasvaton maito 1 l,0.59,6410405082626
Kulta Katriina kahvi 500g sj,3.45,6420101441542
,,6438706113641
Kalinka jogurtti 150g vadelma-must vlakt,0.51,6413300006018
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Always phs 24kpl Fresh Large,2.45,4015400563907
HK kalapaistos 300g,2.75,6409100076122
Atria PT kanan fileesuikale 250g naturel,3.09,6407800007583
Felix 300g tomaattipyree,2.39,7310240038002
Juhla Mokkakahvi 500g sj,3.95,6411300000494
,,6409820055131
Tomaatti Suomi,2.75,2000614400003
,,6415350010410
Pirkka grillimakkara 400g,1.85,6410405087591
Atria rehti lihaisa nakki 280g,1.75,6407870074423
Valio vapaan lehmän rasvaton maito 1l,0.95,6408430000104
Magnum Mini 6x60ml White,4.35,8712100637940
Bonus savuketupakka 30g Vaalea Klassikko,6.2,6410105904877
Oululainen Reissumies Kaura 4kpl/275g,1.15,6413466101602
LU Tuc suolakeksi 3x100g triopack,2.95,5410041030006
error,,24000025528
Valio Profeel prot rahka 175g päär skton,0.95,6408430044276
Oululainen Reissumies Tosi Tum 8kpl/560g,1.95,6413466101503
Pirkka ristikkoperuna 600g,1.69,6410405098627
Pirkka vsipvoipatonki 175g pa,0.85,6410402024247
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Fresh LounasHetki salaatti 315g ton-past,3.99,6406510092667
Pirkka meijerivoi 400g normsuol vähälakt,3.35,6410405089465
Pirkka kolmioleipä 150g kinkku-juusto,1.89,6410405107947
"Sherwood Pear Cider 4,7% 0,33l tlk",2.1,6419800072133
Sirkku palasokeri 750g,1.45,6414000001754
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Turun sinappi 275g väkevä,1.65,6411600954527
,,6410400045619
Juhla Mokka kahvi 500g tummapaahto hj,3.95,6411300164653
Halva anis pussi 100g,1.35,6420900003415
Pirkka pehmopalat 450g,3.49,6410405102867
Arla Apetina Snack 100g aurinkokuiv tom,1.85,5760466987806
Pirkka lakritsi pussi 400g,2.19,6410402016631
Pirkka porkkana 1kg luomu,2.25,6410402027521
Pirkka kuvioitu talouspap puoliarkki 4rl,2.05,6410405115331
Pirkka rahka 150g vanilja,0.69,6410405084934
Saarioinen pippurikalkkuna 200g,3.09,6412000081240
"Pullopantti KMP 0,40 1,0L tai yli",0.4,6408641827200
Valio karviais-boysenmarjakeitt1kg+kuitu,2.39,6408430062195
Kinder joulukalenteri 152g,7.69,4008400250625
Auran sinappi 125g väkevä,0.89,6409531700030
Ingman 1l vanilja-suklaarouhe,2.45,6413300022995
,,6416021000389
Valio kevytmaito 1l,0.99,6408430000128
Keittolounas,6.0,2000293300007
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
,,6416021000389
"Paistopiste hintaryhmä: 1,49",0.0,6410405142283
Pirkka Costa Rica kahvi 500g sj UTZ,2.89,6410405181190
Pirkka miniluumutomaatti 250g,1.39,6410405060457
Pirkka soijakastike 150ml luomu,1.99,6410402008490
K-citymarket muovikassi 40l valkoinen,0.2,6430024140972
Valio maustettu rahka 200 g kuningatar,1.89,6408430042852
Valiojogurtti 200g appelsiini HYLA,0.51,6408430025268
Saarioinen kebakko 200g,2.5,6412000075249
TreSemme hoitoaine 500ml Botanique,4.29,8710908182198
Fazer salmiakkipussi 80g super salmiakki,1.19,6411401037696
Atria metsästäjänpihvi 350g,3.69,6407860068128
Broilersalaatit Kotikeittiö,19.9,2000272300004
Pirkka Italiansalaatti 400g kevyt,1.85,6410405105431
Pirkka kevytmaito 1 l,0.81,6410405082657
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
,,6416021000389
,,6416021000389
Kulta Katriina kahvi 500g sj,3.45,6420101441542
Pirkka maalaishyytelö 300g,1.99,6410405154118
Pirkka rasvaton maito 1 l,0.59,6410405082626
Kulta Katriina kahvi 500g sj,3.45,6420101441542
Satsuma,1.89,2000528000009
Tasangon sitruunapikkuleipä 400g,2.85,6411230032503
"Karhu olut 4,6% 0,568l tlk",3.3,6415600000352
Fazer ruispuikulat 9kpl/500g,1.85,6411402202208
Atria gotlermakkara 300g viip,1.75,6407870071224
HoviRuoka lihapiirakka 4x100g,1.59,6430043242015
Pirkka minileipäjuusto 120g vlakt,1.89,6410405176462
Pirkka laktoositon kevytmaitojuoma 1 l,1.2,6410405095893
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Gefilus tehoshot 4x100ml mango-app-omen,2.75,6408430028238
Koskenlaskija sulatej 250g perinteinen,2.85,6408430037711
Oululainen reissumies tumma 4kpl/280g,1.15,6413466080204
Kiivihedelmä,5.29,2000576700005
Valio Profeel prot rahka 175g pers sok,0.95,6408430044283
Panda Lakupala Minttu lakritsi 250g,1.59,6412500075329
"Olvi III 4,5% 0,33l tlk 18-pack",22.68,6419802021412
,,6416021000389
"Arla AB-piimä 1,5 % Suomi 1l",1.35,6413300010534
Pirkka paseerattu tomaatti - yrtti 390g,0.79,6410405118806
Grandiosa kiviuunipizza 350g superior,3.09,7310240171853
Pirkka vapaan kanan munia M10 580g,1.59,6410402016242
K-Menu suodatinpus 1x4/200 valkaisematon,1.19,6410405144515
Atria ohuen ohut kalkkunaleike 200g,3.09,6407810017947
Iltasanomat maanantai,1.8,6414880021132
Saarioinen kinkku-pekoniruukku 300g,2.99,6412000032419
"Saku olut 4,6% 0,5l tlk",2.8,6415600020992
Fazer Truffles uuniomena konvehtir 320g,3.99,6416453071865
,,6417000025447
Siikafilee ruodoton Suomi,39.9,2000405700008
Atria Perhetilan murea savukinkku 200g,3.09,6407880081565
"Karhu olut 4,6% 0,33l tlk SI",1.14,6415600026628
Eskimo leivinpaperiarkki 38x42cm,1.39,6418401667410
Becel kasvirasvalev 600g 38% Kevyt,3.19,8722700246978
Kalinka jogurtti 150g mansikka vlakt,0.51,6413300006117
Pirkka öljykynttilä pieni 45h 5-pack,2.75,6410405151988
K-citymarket muovikassi 40l valkoinen,0.2,6430024140972
Pirkka herkkusienisalaatti 300g,2.99,6410402018260
Kulta Katriina kahvi 500g pj,3.45,6420101441528
,,6416021000389
Pirkka Costa Rica kahvi 500g sj UTZ,2.89,6410405181190
Kellogg's Crunchy Müsli Choco Nuts 500g,3.79,5053827116275
Valio Oltermanni 250g,2.39,6408430339556
Serla nenäliina Silkinpehmeä 70kpl,1.45,6414301010998
Pirkka valkosipuli 100g yksikynt.,1.59,6410405057594
Arla jogurtti 200g vadelma-vanilja rton,0.45,6413300000221
"Tölkkipantti 0,15 0,33l-0,5l",0.15,2000973900008
Atria sipulipihvi muusilla 350g,3.69,6407860068340
Tasangon sitruunapikkuleipä 400g,2.85,6411230032503
HK sininen lenkki 580g,2.79,6409100050306
Pirkka hedelmäcocktail 425/250g sokliem,1.29,6410405094520
Valio gefilus rasvaton piimä 1l,1.65,6408430001934
Pirkka naposteluporkkana 250g Suomi,1.45,6410402028634
Ingman kermajäätelö 1l vanilja,1.75,6413300230413
,,6414270101222
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Salaattikaali Choudou,3.69,2000686700001
"Battery energiajuoma 0,33l",2.34,6415600025300
Pirkka Banaani/Del monte 1lk,1.39,2000818700008
Pirkka peruna 2kg vihreä,1.89,6410402008797
Valio Hyvä suom Arki maitojuoma 1l rton,0.79,6408430000432
Pirkka Kalifornian luumu 250g kivetön,2.29,6410402028993
Tomaatti Suomi,2.75,2000614400003
Rakas Villasukka,5.9,9789513245511
Juhla Mokkakahvi 500g sj,3.95,6411300000494
